Age,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
32,Research & Development,5,4,Other,Female,35,1,Research Scientist,Married,3,No,3,2,6,3,3,3,2,0,2,3312
44,Research & Development,7,3,Medical,Female,31,5,Research Director,Divorced,0,Yes,3,1,23,4,2,22,7,1,10,19049
30,Research & Development,7,3,Medical,Male,48,1,Research Scientist,Married,1,No,3,1,6,3,2,6,4,1,1,2141
45,Research & Development,5,5,Medical,Female,50,2,Laboratory Technician,Single,1,Yes,3,0,10,3,3,10,7,1,4,5769
45,Sales,26,3,Marketing,Male,52,2,Sales Executive,Married,1,No,3,1,10,2,3,10,7,4,5,4385
31,Sales,2,4,Other,Male,54,2,Sales Executive,Single,7,No,3,0,10,3,3,5,2,0,3,5332
36,Research & Development,12,4,Life Sciences,Female,76,2,Manufacturing Director,Married,9,Yes,3,2,7,2,3,3,2,1,1,4663
34,Research & Development,10,4,Life Sciences,Male,42,2,Manufacturing Director,Divorced,1,No,3,1,9,3,3,9,7,7,2,4724
49,Research & Development,25,4,Life Sciences,Female,84,1,Laboratory Technician,Married,1,No,3,1,10,3,2,9,6,1,4,3211
39,Research & Development,10,5,Medical,Male,76,2,Manufacturing Director,Married,2,No,3,3,10,3,3,7,7,7,7,5377
27,Research & Development,19,3,Other,Male,67,1,Laboratory Technician,Divorced,1,No,3,2,7,3,3,7,7,0,7,4066
35,Research & Development,18,5,Life Sciences,Male,48,2,Research Scientist,Married,1,No,3,0,16,2,3,16,15,1,10,5208
28,Research & Development,27,3,Medical,Female,39,2,Manufacturing Director,Divorced,0,No,4,1,6,5,2,5,3,0,0,4877
21,Research & Development,5,1,Medical,Male,97,1,Research Scientist,Single,1,No,3,0,3,2,3,2,2,2,2,3117
18,Sales,3,2,Medical,Female,70,1,Sales Representative,Single,1,Yes,3,0,0,2,4,0,0,0,0,1569
47,Human Resources,26,4,Life Sciences,Female,98,5,Manager,Married,3,No,3,1,27,2,3,5,2,1,0,19658
39,Research & Development,3,2,Medical,Male,76,2,Laboratory Technician,Divorced,0,No,3,1,11,3,3,10,8,0,7,3069
40,Research & Development,15,3,Life Sciences,Female,80,3,Manufacturing Director,Married,1,No,3,2,18,2,3,18,15,14,12,10435
35,Research & Development,8,4,Life Sciences,Female,52,2,Healthcare Representative,Married,1,No,3,1,15,5,3,14,11,2,9,4148
37,Research & Development,19,3,Life Sciences,Male,85,2,Manufacturing Director,Married,3,No,3,3,9,2,2,4,3,0,2,5768
39,Research & Development,4,3,Medical,Female,81,2,Manufacturing Director,Single,0,No,3,0,10,2,1,9,2,3,8,5042
45,Research & Development,2,2,Other,Female,59,2,Manufacturing Director,Divorced,1,No,3,2,10,3,3,10,7,3,9,5770
38,Research & Development,2,2,Medical,Female,54,3,Manufacturing Director,Married,3,Yes,3,1,10,6,4,5,4,0,2,7756
35,Sales,10,3,Medical,Male,55,3,Sales Executive,Married,9,No,3,0,15,3,3,13,12,6,0,10306
37,Research & Development,10,3,Medical,Female,71,1,Research Scientist,Married,1,No,3,1,8,2,1,8,4,7,7,3936
40,Research & Development,16,3,Life Sciences,Female,84,3,Manufacturing Director,Single,6,Yes,3,0,18,2,2,4,2,3,3,7945
44,Human Resources,1,5,Human Resources,Male,37,2,Human Resources,Married,4,Yes,3,0,14,3,3,10,7,0,2,5743
48,Research & Development,4,5,Medical,Male,89,4,Manager,Married,2,No,4,1,23,3,3,2,2,2,2,15202
35,Sales,15,2,Medical,Male,59,2,Sales Executive,Divorced,6,Yes,3,2,7,2,2,2,2,2,2,5440
24,Research & Development,2,1,Technical Degree,Female,32,1,Research Scientist,Single,1,Yes,3,0,6,2,3,6,3,1,3,3760
27,Research & Development,8,3,Medical,Female,86,1,Research Scientist,Married,7,No,3,0,5,0,3,3,2,0,2,3517
27,Research & Development,2,3,Medical,Male,87,1,Research Scientist,Single,2,No,3,0,6,0,2,4,2,1,2,2580
40,Research & Development,7,3,Life Sciences,Male,73,1,Laboratory Technician,Single,3,Yes,3,0,10,3,1,4,2,0,3,2166
29,Sales,10,3,Medical,Male,42,2,Sales Executive,Single,9,No,3,0,8,2,3,5,2,1,4,5869
36,Research & Development,5,4,Life Sciences,Female,42,3,Healthcare Representative,Married,4,No,3,2,9,6,3,3,2,0,2,8008
25,Research & Development,2,1,Life Sciences,Male,77,2,Manufacturing Director,Divorced,1,No,3,2,7,6,3,7,7,0,7,5206
39,Research & Development,12,3,Medical,Male,66,2,Manufacturing Director,Married,4,No,4,0,7,3,3,5,4,1,0,5295
49,Research & Development,22,4,Other,Female,72,4,Research Director,Married,3,No,3,2,27,2,3,4,2,1,2,16413
50,Research & Development,17,5,Life Sciences,Female,50,3,Research Director,Divorced,5,No,3,3,19,3,3,14,11,1,11,13269
20,Sales,2,3,Medical,Female,31,1,Sales Representative,Single,1,No,3,0,2,3,3,2,2,2,2,2783
34,Research & Development,3,3,Life Sciences,Female,66,2,Research Scientist,Divorced,1,No,3,1,11,2,3,11,8,7,9,5433
36,Research & Development,7,3,Life Sciences,Male,77,1,Laboratory Technician,Single,2,No,3,0,15,4,3,4,3,1,3,2013
49,Research & Development,6,1,Life Sciences,Female,41,4,Healthcare Representative,Married,2,Yes,3,1,30,3,3,15,11,2,12,13966
36,Research & Development,1,4,Medical,Female,33,2,Manufacturing Director,Married,0,No,3,0,4,6,3,3,2,1,2,4374
36,Research & Development,3,2,Life Sciences,Male,79,2,Healthcare Representative,Divorced,6,No,4,1,13,3,3,5,4,0,4,6842
54,Research & Development,22,5,Medical,Female,91,4,Manager,Married,3,No,4,1,36,6,3,10,8,4,7,17426
43,Research & Development,15,2,Life Sciences,Male,65,4,Research Director,Married,1,No,4,1,14,3,3,14,10,6,11,17603
35,Sales,12,4,Other,Male,36,2,Sales Executive,Single,3,Yes,4,0,13,2,4,11,9,6,7,4581
38,Research & Development,1,3,Life Sciences,Male,90,2,Research Scientist,Married,7,No,3,2,19,4,4,13,11,2,9,4735
29,Sales,5,3,Medical,Male,43,2,Sales Executive,Divorced,1,Yes,3,1,10,3,2,10,0,0,9,4187
33,Sales,2,4,Medical,Male,93,2,Sales Executive,Divorced,1,No,3,2,6,5,3,6,2,0,4,5505
32,Research & Development,2,3,Medical,Male,45,2,Research Scientist,Divorced,0,No,3,2,10,4,2,9,5,1,6,5470
31,Sales,5,4,Life Sciences,Female,67,2,Sales Executive,Married,1,No,3,2,10,2,3,10,0,0,2,5476
49,Research & Development,16,3,Medical,Female,74,1,Laboratory Technician,Divorced,4,Yes,3,1,17,2,2,2,2,2,2,2587
38,Research & Development,2,3,Medical,Female,42,1,Laboratory Technician,Single,1,No,4,0,4,3,3,4,3,3,3,2440
47,Sales,2,4,Life Sciences,Female,47,4,Manager,Divorced,6,No,3,3,29,2,3,3,2,1,2,15972
49,Research & Development,1,3,Life Sciences,Male,36,4,Manager,Single,4,No,3,0,23,2,3,8,7,0,0,15379
41,Sales,23,2,Life Sciences,Male,80,3,Sales Executive,Single,3,Yes,3,0,21,2,3,2,0,0,2,7082
20,Sales,9,1,Life Sciences,Male,54,1,Sales Representative,Single,1,No,3,0,2,3,3,2,2,0,2,2728
33,Sales,16,3,Life Sciences,Female,36,2,Sales Executive,Divorced,1,Yes,4,1,7,2,3,6,5,1,2,5368
36,Research & Development,26,4,Life Sciences,Male,80,2,Healthcare Representative,Married,6,No,3,2,10,2,2,3,2,0,2,5347
44,Human Resources,1,3,Life Sciences,Female,44,1,Human Resources,Divorced,4,Yes,3,3,8,2,3,2,2,2,2,3195
23,Research & Development,8,1,Medical,Male,93,1,Laboratory Technician,Single,1,Yes,3,0,5,2,3,5,4,1,2,3989
38,Research & Development,4,2,Medical,Female,87,1,Laboratory Technician,Married,7,No,3,1,7,5,2,0,0,0,0,3306
53,Research & Development,24,4,Medical,Male,48,3,Healthcare Representative,Married,3,No,3,0,11,2,3,4,3,1,2,7005
48,Sales,7,2,Medical,Female,95,1,Sales Representative,Married,2,Yes,3,2,19,3,3,9,7,7,7,2655
32,Research & Development,2,4,Life Sciences,Male,95,1,Laboratory Technician,Single,1,No,3,0,1,2,3,1,0,0,0,1393
26,Research & Development,7,3,Medical,Male,76,1,Laboratory Technician,Single,1,No,4,0,7,5,3,7,7,5,7,2570
55,Research & Development,22,3,Technical Degree,Male,94,1,Research Scientist,Divorced,5,No,3,1,8,1,3,4,2,1,2,3537
34,Research & Development,5,2,Medical,Male,57,2,Laboratory Technician,Married,1,No,3,1,15,3,4,15,10,4,13,3986
60,Research & Development,1,4,Medical,Male,92,3,Healthcare Representative,Divorced,3,No,4,1,19,2,4,1,0,0,0,10883
33,Research & Development,21,3,Medical,Male,79,1,Laboratory Technician,Married,1,No,3,3,14,6,3,14,11,2,13,2028
37,Sales,1,4,Medical,Male,31,2,Sales Executive,Divorced,1,No,3,2,6,2,2,6,3,1,3,9525
34,Research & Development,19,3,Life Sciences,Female,35,1,Research Scientist,Married,1,No,3,0,10,3,3,10,9,8,7,2929
23,Sales,7,3,Life Sciences,Male,99,1,Sales Representative,Divorced,1,Yes,4,1,3,2,3,3,2,0,2,2275
44,Research & Development,2,3,Life Sciences,Female,96,3,Healthcare Representative,Married,1,Yes,3,1,9,2,3,8,7,6,7,7879
35,Research & Development,2,4,Medical,Male,79,1,Research Scientist,Single,0,Yes,3,0,6,2,4,5,4,1,4,4930
43,Sales,2,3,Medical,Male,73,2,Sales Executive,Married,1,Yes,3,1,10,3,3,10,9,8,8,7847
24,Research & Development,9,3,Medical,Male,62,1,Research Scientist,Married,1,No,3,1,5,1,3,5,3,0,4,4401
41,Sales,6,3,Marketing,Male,35,3,Sales Executive,Single,1,No,3,0,10,3,3,10,8,8,7,9241
29,Research & Development,9,4,Medical,Female,43,1,Laboratory Technician,Married,9,No,3,1,9,2,3,5,3,1,2,2974
36,Sales,2,4,Life Sciences,Female,51,2,Sales Representative,Single,3,No,3,0,17,2,2,13,7,6,7,4502
45,Research & Development,1,1,Life Sciences,Male,74,3,Healthcare Representative,Married,3,No,4,1,25,3,2,23,15,14,4,10748
24,Human Resources,22,1,Human Resources,Male,58,1,Human Resources,Married,1,No,3,1,1,2,3,1,0,0,0,1555
47,Sales,9,3,Life Sciences,Male,82,4,Sales Executive,Married,7,No,3,0,25,3,1,23,5,14,10,12936
26,Research & Development,17,4,Medical,Male,62,1,Laboratory Technician,Married,1,No,3,3,3,3,4,3,2,0,2,2305
45,Research & Development,28,2,Technical Degree,Female,48,4,Research Director,Single,1,No,3,0,21,2,3,21,6,8,6,16704
32,Research & Development,10,3,Life Sciences,Male,56,1,Research Scientist,Married,6,No,3,1,10,3,2,5,2,1,3,3433
31,Research & Development,2,4,Life Sciences,Male,69,1,Laboratory Technician,Married,1,No,3,1,6,2,4,5,2,0,3,3477
41,Human Resources,4,3,Human Resources,Male,60,2,Human Resources,Married,6,No,3,1,10,4,3,3,2,1,2,6430
40,Research & Development,8,2,Life Sciences,Female,92,2,Manufacturing Director,Married,2,Yes,3,1,18,3,3,1,0,0,0,6516
24,Research & Development,29,1,Medical,Male,91,1,Laboratory Technician,Divorced,1,No,3,3,6,2,4,6,2,1,2,3907
46,Research & Development,13,4,Life Sciences,Male,34,2,Healthcare Representative,Single,6,No,3,0,19,3,3,10,7,0,9,5562
35,Research & Development,27,4,Life Sciences,Male,49,2,Manufacturing Director,Married,2,No,3,1,17,3,3,7,7,0,7,6883
30,Research & Development,16,1,Life Sciences,Male,33,1,Research Scientist,Married,1,No,3,1,10,2,2,10,0,0,8,2862
47,Sales,2,4,Marketing,Male,87,2,Sales Executive,Married,7,No,3,1,4,3,1,1,0,0,0,4978
46,Sales,2,3,Life Sciences,Male,74,3,Sales Executive,Divorced,4,Yes,3,1,13,5,2,10,6,0,3,10368
36,Sales,13,5,Marketing,Male,96,2,Sales Executive,Divorced,5,Yes,3,3,16,3,3,2,2,2,2,6134
32,Sales,1,2,Life Sciences,Male,34,2,Sales Executive,Single,6,No,3,0,10,2,3,0,0,0,0,6735
23,Research & Development,4,1,Medical,Female,51,1,Laboratory Technician,Single,1,No,3,0,3,3,1,3,2,1,2,3295
31,Research & Development,24,1,Technical Degree,Female,30,2,Manufacturing Director,Single,2,No,4,0,9,3,2,5,4,1,4,5238
39,Research & Development,1,3,Life Sciences,Male,77,2,Laboratory Technician,Married,1,Yes,3,1,9,2,3,9,8,5,8,6472
32,Sales,19,3,Life Sciences,Male,80,3,Sales Executive,Married,3,No,3,1,10,2,1,4,3,0,2,9610
40,Sales,7,4,Medical,Male,88,5,Manager,Single,1,No,3,0,21,3,2,21,8,12,8,19833
45,Human Resources,4,3,Life Sciences,Female,56,3,Human Resources,Married,4,No,4,2,9,2,4,5,0,0,3,9756
30,Research & Development,2,4,Technical Degree,Female,78,1,Research Scientist,Single,0,No,3,0,10,2,3,9,7,0,7,4968
24,Human Resources,10,3,Medical,Male,59,1,Human Resources,Married,0,No,3,1,3,2,3,2,2,2,1,2145
30,Human Resources,8,3,Human Resources,Female,66,1,Human Resources,Divorced,6,No,3,1,6,0,2,4,2,1,2,2180
31,Sales,5,3,Technical Degree,Male,51,2,Sales Executive,Married,1,No,3,1,6,3,3,5,2,0,2,8346
27,Research & Development,8,3,Medical,Female,67,1,Research Scientist,Single,1,No,3,0,6,5,2,6,2,1,4,3445
29,Sales,9,3,Marketing,Female,52,1,Sales Representative,Single,1,No,3,0,2,3,3,2,2,2,2,2760
29,Research & Development,1,3,Life Sciences,Male,70,2,Healthcare Representative,Single,8,Yes,3,0,10,5,4,3,2,0,2,6294
30,Sales,15,2,Marketing,Male,94,3,Sales Executive,Divorced,2,No,3,1,12,2,3,7,7,1,7,7140
34,Research & Development,2,4,Medical,Male,97,1,Research Scientist,Married,0,Yes,3,3,6,3,3,5,0,1,2,2932
33,Sales,2,3,Marketing,Female,62,2,Sales Executive,Single,8,No,3,0,13,2,2,11,7,1,7,5147
49,Sales,11,4,Marketing,Female,80,2,Sales Executive,Single,3,No,3,0,8,1,4,5,1,0,4,4507
33,Sales,16,3,Life Sciences,Female,74,3,Sales Executive,Single,2,Yes,4,0,11,2,2,0,0,0,0,8564
38,Research & Development,2,2,Medical,Female,75,1,Laboratory Technician,Married,4,No,3,1,9,4,2,6,1,0,5,2468
31,Sales,16,4,Marketing,Male,70,3,Sales Executive,Married,2,No,3,3,10,2,3,1,0,0,0,8161
29,Research & Development,4,3,Technical Degree,Female,91,1,Research Scientist,Divorced,1,No,3,1,1,2,3,1,0,0,0,2109
30,Research & Development,16,3,Life Sciences,Male,58,2,Healthcare Representative,Married,3,No,3,1,10,3,3,7,0,1,7,5294
32,Research & Development,5,4,Technical Degree,Male,65,1,Research Scientist,Single,2,No,3,0,12,3,3,7,7,0,7,2718
38,Research & Development,18,3,Medical,Male,60,2,Healthcare Representative,Married,3,Yes,3,1,15,2,3,1,0,1,0,5811
43,Research & Development,17,3,Technical Degree,Male,38,1,Research Scientist,Married,9,Yes,3,1,6,4,3,1,0,0,0,2437
42,Research & Development,12,3,Medical,Male,57,1,Laboratory Technician,Divorced,8,No,4,3,7,6,2,5,3,0,4,2766
55,Research & Development,2,3,Medical,Male,60,5,Research Director,Married,8,No,3,3,34,2,3,1,0,0,0,19038
33,Research & Development,4,3,Technical Degree,Male,90,2,Research Scientist,Divorced,5,No,3,2,11,2,2,9,8,1,7,3055
41,Research & Development,9,4,Life Sciences,Male,94,1,Laboratory Technician,Divorced,1,No,4,2,5,2,3,5,3,0,4,2289
34,Sales,10,3,Life Sciences,Male,87,2,Sales Executive,Divorced,1,Yes,3,1,15,3,3,15,14,0,7,4001
53,Research & Development,1,4,Medical,Female,60,4,Manufacturing Director,Married,4,Yes,4,3,27,2,2,3,2,0,2,12965
43,Human Resources,2,3,Life Sciences,Male,97,1,Human Resources,Single,0,No,3,0,10,5,3,9,7,1,8,3539
34,Sales,3,2,Life Sciences,Female,32,2,Sales Executive,Single,5,No,3,0,6,3,3,2,2,2,2,6029
21,Sales,7,1,Marketing,Male,31,1,Sales Representative,Single,1,No,3,0,1,3,3,1,0,1,0,2679
38,Research & Development,6,2,Other,Female,40,1,Laboratory Technician,Married,1,No,3,1,5,3,3,5,4,0,4,3702
22,Research & Development,8,1,Medical,Female,79,1,Laboratory Technician,Married,1,Yes,3,0,1,6,3,1,0,0,0,2398
31,Sales,29,4,Marketing,Female,91,2,Sales Executive,Married,1,No,3,2,13,3,3,12,7,5,7,5468
51,Research & Development,3,3,Technical Degree,Female,53,3,Manager,Married,2,No,3,0,15,2,3,2,2,2,2,13116
37,Sales,9,2,Marketing,Male,46,2,Sales Executive,Married,1,No,3,2,5,2,3,5,2,0,3,4189
46,Research & Development,2,4,Medical,Male,46,5,Research Director,Divorced,7,Yes,3,1,24,3,3,2,1,2,2,19328
36,Research & Development,10,3,Life Sciences,Male,90,3,Healthcare Representative,Married,7,Yes,3,1,15,1,3,12,8,5,7,8321
44,Research & Development,1,2,Medical,Male,99,1,Research Scientist,Divorced,1,Yes,3,3,6,2,2,5,3,2,3,2342
37,Human Resources,8,2,Other,Male,89,2,Human Resources,Divorced,2,No,3,0,19,4,2,10,0,4,7,4071
35,Sales,27,3,Life Sciences,Male,84,2,Sales Executive,Single,1,Yes,3,0,10,2,3,10,7,7,7,5813
33,Research & Development,8,4,Life Sciences,Male,90,1,Research Scientist,Married,6,No,3,1,14,1,3,10,8,7,6,3143
28,Research & Development,1,3,Life Sciences,Male,82,1,Research Scientist,Married,1,No,3,1,5,6,4,5,3,0,3,2044
39,Research & Development,10,1,Medical,Male,65,3,Research Director,Single,7,No,4,0,9,3,3,4,3,2,2,13464
46,Sales,26,2,Life Sciences,Male,98,2,Sales Executive,Single,8,No,3,0,6,3,3,2,2,2,2,7991
40,Research & Development,2,2,Life Sciences,Female,99,1,Laboratory Technician,Married,4,No,3,1,7,5,2,4,3,0,2,3377
42,Research & Development,13,3,Medical,Male,95,2,Healthcare Representative,Married,5,No,3,2,10,2,2,0,0,0,0,5538
35,Research & Development,2,2,Medical,Male,90,2,Manufacturing Director,Divorced,2,No,3,1,15,6,3,7,7,1,7,5762
38,Human Resources,2,3,Human Resources,Male,100,1,Human Resources,Divorced,5,No,3,3,13,3,3,11,10,3,8,2592
34,Research & Development,9,4,Life Sciences,Male,93,2,Laboratory Technician,Married,4,No,3,1,11,3,2,7,1,0,7,5346
37,Research & Development,10,4,Medical,Male,58,2,Manufacturing Director,Single,1,No,3,0,10,4,1,10,3,0,8,4213
39,Sales,20,3,Life Sciences,Male,83,2,Sales Executive,Divorced,2,No,3,1,7,6,3,2,1,2,2,4127
43,Research & Development,9,3,Life Sciences,Male,52,1,Research Scientist,Single,4,No,3,0,7,2,2,3,2,1,2,2438
41,Research & Development,5,3,Life Sciences,Male,85,2,Healthcare Representative,Single,3,No,3,0,11,3,1,3,2,1,2,6870
41,Sales,4,1,Marketing,Female,81,3,Sales Executive,Divorced,0,Yes,3,1,23,3,4,22,14,13,5,10447
30,Research & Development,10,3,Medical,Female,64,3,Manufacturing Director,Single,9,No,3,0,9,3,3,7,7,0,2,9667
26,Human Resources,20,2,Medical,Female,69,1,Human Resources,Married,0,Yes,3,0,6,3,3,5,1,1,4,2148
46,Research & Development,21,2,Medical,Female,66,2,Healthcare Representative,Married,4,No,4,1,13,2,4,9,7,3,7,8926
40,Research & Development,1,3,Life Sciences,Female,52,2,Healthcare Representative,Divorced,4,No,3,1,12,3,3,5,3,0,3,6513
34,Sales,8,2,Technical Degree,Male,92,2,Sales Executive,Married,1,No,4,2,10,5,3,10,8,4,8,6799
58,Sales,2,3,Medical,Male,52,4,Manager,Divorced,4,No,4,1,37,0,2,16,9,14,14,16291
35,Research & Development,23,4,Medical,Male,91,1,Laboratory Technician,Married,0,No,3,1,6,2,4,5,4,0,3,2705
47,Research & Development,4,3,Life Sciences,Female,92,3,Manufacturing Director,Divorced,8,Yes,3,1,28,4,3,22,11,14,10,10333
40,Research & Development,12,3,Life Sciences,Female,47,2,Healthcare Representative,Divorced,2,No,3,1,15,3,3,7,4,7,7,4448
54,Research & Development,7,4,Medical,Female,68,2,Research Scientist,Married,4,No,3,1,14,2,2,7,1,1,7,6854
31,Sales,7,4,Marketing,Female,68,3,Sales Executive,Married,2,No,3,2,9,3,3,3,2,2,2,9637
28,Research & Development,1,3,Medical,Female,67,1,Research Scientist,Married,1,No,4,1,3,3,3,3,2,1,2,3591
38,Sales,2,4,Marketing,Female,77,2,Sales Representative,Married,2,Yes,4,2,20,4,2,4,2,0,3,5405
26,Sales,10,3,Medical,Male,46,2,Sales Executive,Single,1,No,3,0,5,4,3,5,3,1,2,4684
58,Research & Development,15,4,Life Sciences,Male,87,4,Research Director,Married,2,Yes,3,0,23,3,3,2,2,2,2,15787
18,Research & Development,14,3,Medical,Female,33,1,Research Scientist,Single,1,No,3,0,0,4,1,0,0,0,0,1514
31,Human Resources,18,5,Human Resources,Male,89,1,Human Resources,Married,0,No,3,0,2,4,3,1,0,0,0,2956
29,Human Resources,13,3,Human Resources,Male,56,1,Human Resources,Divorced,4,Yes,3,3,4,3,3,2,2,2,0,2335
45,Sales,2,4,Life Sciences,Female,67,2,Sales Executive,Married,4,No,4,2,10,3,4,8,7,5,7,5154
36,Research & Development,2,4,Other,Female,73,2,Research Scientist,Married,4,Yes,4,1,15,2,3,1,0,0,0,6962
43,Sales,2,4,Life Sciences,Male,92,2,Sales Executive,Married,1,No,4,1,7,5,3,7,7,7,7,5675
27,Research & Development,5,2,Life Sciences,Female,53,1,Laboratory Technician,Single,0,Yes,3,0,6,3,2,5,4,0,2,2379
29,Research & Development,20,1,Medical,Male,40,1,Laboratory Technician,Married,1,No,3,0,11,3,4,11,8,3,10,3812
32,Sales,10,4,Marketing,Male,79,2,Sales Executive,Single,8,No,3,0,4,2,4,0,0,0,0,4648
42,Research & Development,10,4,Technical Degree,Male,38,1,Research Scientist,Married,3,No,4,2,10,1,2,6,3,3,3,2936
47,Research & Development,9,4,Life Sciences,Female,64,1,Laboratory Technician,Single,4,No,3,0,7,2,3,2,2,2,0,2105
46,Research & Development,2,2,Life Sciences,Male,82,3,Manufacturing Director,Divorced,3,No,3,1,12,4,2,9,8,4,7,8578
28,Human Resources,1,2,Life Sciences,Male,43,1,Human Resources,Divorced,1,No,3,1,3,2,3,3,2,2,2,2706
29,Research & Development,29,1,Life Sciences,Male,93,2,Healthcare Representative,Divorced,8,No,3,2,11,3,3,7,0,1,6,6384
42,Research & Development,8,3,Life Sciences,Male,81,1,Laboratory Technician,Single,4,No,3,0,8,3,3,0,0,0,0,3968
32,Sales,2,4,Marketing,Male,82,2,Sales Executive,Single,7,Yes,3,0,7,3,2,2,2,2,2,9907
46,Sales,3,3,Technical Degree,Female,45,4,Sales Executive,Divorced,2,No,3,1,25,5,3,19,17,2,8,13225
27,Sales,23,1,Medical,Female,36,2,Sales Representative,Married,1,No,4,1,9,5,3,9,8,5,8,3540
29,Human Resources,6,1,Medical,Male,87,1,Human Resources,Married,1,No,3,0,1,3,3,1,0,0,0,2804
43,Research & Development,6,3,Medical,Female,81,5,Manager,Married,7,No,3,0,21,2,3,16,12,6,14,19392
48,Research & Development,10,3,Life Sciences,Male,91,5,Research Director,Married,4,No,3,0,29,3,3,22,10,12,9,19665
29,Research & Development,24,2,Life Sciences,Male,73,1,Research Scientist,Single,1,Yes,4,0,1,3,2,1,0,1,0,2439
46,Sales,10,3,Life Sciences,Female,64,3,Sales Executive,Married,5,No,4,3,14,2,3,8,7,0,7,7314
27,Research & Development,15,3,Life Sciences,Female,77,1,Research Scientist,Married,0,No,3,1,8,2,2,7,6,7,3,4774
39,Research & Development,19,4,Other,Male,41,2,Research Scientist,Divorced,8,No,3,3,7,2,3,2,2,2,2,3902
55,Research & Development,2,4,Technical Degree,Male,98,1,Research Scientist,Married,8,No,4,1,19,2,4,5,2,0,4,2662
28,Sales,3,3,Medical,Female,78,1,Sales Representative,Married,1,No,3,1,1,3,3,1,0,0,0,2856
30,Sales,9,3,Medical,Male,89,1,Sales Representative,Single,1,No,3,0,1,3,2,1,0,0,0,1081
22,Research & Development,7,1,Life Sciences,Male,75,1,Research Scientist,Single,1,Yes,4,0,1,2,3,1,0,0,0,2472
36,Sales,10,4,Technical Degree,Female,63,2,Sales Executive,Married,1,Yes,3,1,10,4,3,10,9,1,7,5673
31,Research & Development,20,3,Life Sciences,Male,89,2,Laboratory Technician,Divorced,1,No,3,1,10,2,3,10,8,0,2,4197
34,Sales,4,3,Life Sciences,Male,64,3,Sales Executive,Married,2,Yes,3,3,9,3,3,5,3,1,0,9713
29,Research & Development,7,3,Life Sciences,Male,59,1,Laboratory Technician,Single,3,No,3,0,11,2,3,3,2,1,2,2062
37,Research & Development,7,4,Medical,Male,78,2,Research Scientist,Married,5,Yes,4,1,16,2,3,5,3,0,4,4284
35,Research & Development,16,2,Other,Female,44,2,Manufacturing Director,Married,0,Yes,3,0,4,2,3,3,2,0,2,4788
45,Research & Development,25,2,Life Sciences,Female,93,2,Manufacturing Director,Married,0,No,3,2,10,2,2,9,8,3,8,5906
36,Human Resources,2,1,Human Resources,Male,94,2,Human Resources,Single,1,No,4,0,10,2,2,10,1,0,8,3886
40,Research & Development,1,4,Life Sciences,Male,98,4,Manager,Divorced,2,No,3,1,22,3,3,19,7,11,16,16823
26,Research & Development,1,2,Life Sciences,Female,90,1,Research Scientist,Married,1,Yes,3,1,1,3,2,1,0,1,0,2933
27,Sales,2,2,Medical,Female,89,2,Sales Executive,Single,0,No,3,0,9,5,2,8,7,0,7,6500
48,Research & Development,22,3,Medical,Female,58,4,Manager,Divorced,3,No,3,1,24,3,3,22,17,4,7,17174
44,Research & Development,1,4,Life Sciences,Male,78,2,Healthcare Representative,Married,2,No,3,1,10,5,3,2,0,2,2,5033
34,Research & Development,16,4,Technical Degree,Male,85,1,Research Scientist,Married,1,Yes,4,1,5,2,3,5,2,3,0,2307
56,Research & Development,24,2,Life Sciences,Male,97,1,Laboratory Technician,Single,1,No,3,0,5,3,3,4,2,1,0,2587
36,Sales,17,2,Marketing,Male,33,2,Sales Executive,Married,2,No,3,2,12,1,1,4,2,1,3,5507
41,Sales,8,3,Marketing,Female,54,2,Sales Executive,Married,5,No,4,1,14,3,3,5,4,1,4,4393
42,Research & Development,6,3,Medical,Male,83,3,Research Director,Married,9,No,3,1,18,3,4,13,7,5,7,13348
31,Sales,10,2,Medical,Female,86,2,Sales Executive,Divorced,2,Yes,3,1,8,2,3,5,2,1,4,6583
34,Sales,3,1,Medical,Female,75,2,Sales Executive,Married,3,Yes,3,0,9,3,2,4,2,0,1,8103
31,Research & Development,4,3,Medical,Female,62,1,Laboratory Technician,Divorced,8,No,3,1,4,0,2,2,2,2,2,3978
26,Research & Development,6,3,Other,Male,61,1,Laboratory Technician,Married,0,No,3,1,8,3,3,7,7,7,7,2544
45,Research & Development,1,4,Medical,Male,44,2,Healthcare Representative,Single,4,No,3,0,12,3,3,4,2,0,3,5399
33,Sales,10,4,Marketing,Male,43,2,Sales Executive,Single,1,No,3,0,10,2,2,10,4,0,9,5487
28,Sales,1,2,Life Sciences,Male,42,2,Sales Executive,Married,1,Yes,3,1,7,2,3,7,7,0,7,6834
29,Sales,24,3,Technical Degree,Male,45,1,Sales Representative,Single,1,No,3,0,1,3,3,1,0,0,0,1091
39,Sales,21,4,Life Sciences,Female,32,2,Sales Executive,Married,6,No,3,1,10,1,3,3,2,1,2,5736
27,Research & Development,2,4,Technical Degree,Male,41,1,Research Scientist,Married,1,No,3,1,6,3,2,5,3,1,2,2226
